,expected_goals_(xg)_diff,total_shots_diff,big_chances_diff,big_chances_missed_diff,accurate_passes_diff,accurate_passes_percentage_diff,fouls_committed_diff,offsides_diff,corners_diff,shots_off_target_diff,shots_on_target_diff,blocked_shots_diff,hit_woodwork_diff,shots_inside_box_diff,shots_outside_box_diff,xg_open_play_diff,xg_set_play_diff,xg_on_target_(xgot)_diff,passes_diff,own_half_diff,opposition_half_diff,accurate_long_balls_diff,accurate_long_balls_percentage_diff,accurate_crosses_diff,accurate_crosses_percentage_diff,throws_diff,yellow_cards_diff,red_cards_diff,tackles_won_diff,tackles_won_percentage_diff,interceptions_diff,blocks_diff,clearances_diff,keeper_saves_diff,duels_won_diff,ground_duels_won_diff,ground_duels_won_percentage_diff,aerial_duels_won_diff,aerial_duels_won_percentage_diff,successful_dribbles_diff,successful_dribbles_percentage_diff,score_diff,posession_diff,odds_sum,xg_penalty_diff,odds_predict,std_0,std_1,std_2,median_0,median_1,median_2,75_0,75_1,75_2,skew_0,skew_1,skew_2,kurtosis_0,kurtosis_1,kurtosis_2,range_0,range_1,range_2,mean_0,mean_1,mean_2,cv_odds,target,home_form_goals_scored,home_form_goals_conceded,home_form_goal_difference,home_form_wins,home_form_draws,home_form_losses,home_form_points_gained,home_form_win_ratio,home_form_draw_ratio,home_form_loss_ratio,home_form_win_streak,home_form_loss_streak,home_form_winless_streak,home_form_average_goals_scored,home_form_average_goals_conceded,home_form_clean_sheets,home_form_failed_to_score,home_form_scoring_ratio,home_form_conceding_ratio,away_form_goals_scored,away_form_goals_conceded,away_form_goal_difference,away_form_wins,away_form_draws,away_form_losses,away_form_points_gained,away_form_win_ratio,away_form_draw_ratio,away_form_loss_ratio,away_form_win_streak,away_form_loss_streak,away_form_winless_streak,away_form_average_goals_scored,away_form_average_goals_conceded,away_form_clean_sheets,away_form_failed_to_score,away_form_scoring_ratio,away_form_conceding_ratio,np_xg_diff,efficiency_metric_diff,aggression_factor_diff,off_def_balance_diff,overall_form_diff,home_form_efficiency,away_form_efficiency,shot_quality,np_xg_conversion_ratio,shot_quality_on_target,xg_shot_quality,open_play_xg_efficiency,odds_variability,predictability_index,discipline_score,set_play_efficiency,possession_efficiency,goal_conversion_ratio,possession_conversion,possession_territory,possession_effectiveness,possession_discipline,pass_efficiency,xg_per_pass,crossing_efficiency,crossing_xg_efficiency,opposition_half_pass_efficiency,big_chance_creation
0,0.52,-1.0,2.0,1.0,-21.0,0.0,-3.0,0.0,1.0,1.0,-2.0,0.0,0.0,-1.0,0.0,0.37,0.1399999999999999,0.37,-23.0,-34.0,13.0,13.0,0.31,4.0,0.29,3.0,0.0,0.0,-4.0,-0.5,-2.0,0.0,-11.0,3.0,10.0,6.0,0.2,4.0,0.28,3.0,0.1699999999999999,1.0,-2.0,1.0833333333333333,0.0,1,0.2104989343907341,0.0208652962385453,1.0518561613086863,4.5,1.2857142857142856,12.0,4.75,1.2857142857142856,13.0,0.6366878743246756,0.1225636987819449,0.5985601496714062,-0.4527773057044051,-1.140473686345418,-0.5116463030331198,0.7666666666666657,0.0657894736842106,3.75,4.628698752228164,1.2747103051747015,12.014705882352942,0.9273978505024488,1,7,7,0,2,1,2,7,0.4,0.2,0.4,0,1,2,1.4,1.4,2,1,0.8,0.6,4,6,-2,1,1,3,4,0.2,0.2,0.6,0,1,2,0.8,1.2,1,2,0.6,0.8,0.52,-0.52,-3.0,-7.0,3,1.0,0.6666666666666666,-0.52,1.923076923076923,-0.185,0.7115384615384615,-0.37,1.2832203919379657,1.0782858720863073,0.0,0.009999999999999993,-0.26,1.923076923076923,-0.26,-2.6153846153846154,-1.0,1.5,0.043478260869565216,-0.022608695652173914,-0.5,0.13,-0.07692307692307693,-2.0
1,-0.5199999999999999,-4.0,0.0,0.0,-41.0,-0.0499999999999999,3.0,2.0,1.0,-3.0,1.0,-2.0,0.0,-3.0,-1.0,-0.53,0.01,1.21,-34.0,29.0,-70.0,5.0,-0.1,0.0,0.03,-8.0,0.0,0.0,1.0,0.07,1.0,3.0,6.0,-2.0,4.0,1.0,0.04,3.0,0.1599999999999999,3.0,0.19,0.0,-8.0,1.073680063041765,0.0,2,0.0625492970526924,0.1044727655977453,0.0617098575722631,2.7,3.6,2.35,2.75,3.623529411764706,2.4,0.3196520715717501,0.1703517776684113,-0.167190691875442,-0.5760200513824731,-0.7460838586004335,-1.2259694868035746,0.2211538461538462,0.3500000000000001,0.2000000000000001,2.710323886639676,3.560371517027864,2.340443213296399,0.2236478858052382,2,7,15,-8,0,1,4,1,0.0,0.2,0.8,0,4,5,1.4,3.0,0,1,0.8,1.0,6,9,-3,0,3,2,3,0.0,0.6,0.4,0,2,5,1.2,1.8,1,2,0.6,0.8,-0.5199999999999999,0.12999999999999998,3.0,-2.0,-2,0.4666666666666667,0.6666666666666666,0.12999999999999998,-0.0,1.21,-2.326923076923077,0.1325,0.2287319202227008,4.471314344866382,0.0,0.0016666666666666668,0.06499999999999999,-0.0,0.06499999999999999,-0.4142857142857143,-0.0,-0.375,0.11764705882352941,0.015294117647058821,0.0,0.0,0.05714285714285714,-0.0
2,0.3999999999999999,6.0,0.0,0.0,231.0,0.2199999999999999,1.0,0.0,8.0,2.0,0.0,4.0,1.0,6.0,0.0,0.18,0.22,-0.2,230.0,91.0,140.0,9.0,0.32,6.0,0.26,2.0,-1.0,0.0,-2.0,-0.41,1.0,-4.0,-14.0,-1.0,14.0,5.0,0.1399999999999999,9.0,0.6000000000000001,3.0,0.16,-1.0,46.0,1.0627903600464577,0.0,1,0.1083111348802983,0.0504752177608567,0.2206355078083182,3.2,1.9523809523809523,4.2,3.25,2.0,4.25,-0.4892283439751413,-0.9462346965544872,-0.4395248428761462,-1.3033855164905952,0.0239740955540264,-1.229583884747123,0.2999999999999998,0.1666666666666665,0.6862745098039222,3.1605263157894736,1.953565732513101,4.063141600130356,0.361217290081763,1,12,2,10,5,0,0,15,1.0,0.0,0.0,5,0,0,2.4,0.4,4,0,1.0,0.2,5,8,-3,1,2,2,5,0.2,0.4,0.4,0,0,3,1.0,1.6,1,1,0.8,0.8,0.3999999999999999,0.06666666666666665,0.0,-5.0,10,6.0,0.625,0.06666666666666665,-2.5000000000000004,0.0,-0.5000000000000001,0.03,0.3794218604494732,2.7684167603761325,-1.0,0.012941176470588235,0.008695652173913042,-2.5000000000000004,0.008695652173913042,0.65,0.0,0.021739130434782608,0.02608695652173913,0.0017391304347826083,0.0,0.06666666666666665,0.04285714285714286,0.0
3,0.0,8.0,3.0,2.0,34.0,0.01,0.0,-1.0,1.0,5.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,38.0,-16.0,50.0,0.0,0.08,3.0,0.1699999999999999,-5.0,-1.0,0.0,6.0,0.08,-3.0,0.0,-3.0,-2.0,8.0,8.0,0.1999999999999999,0.0,0.0,0.0,0.2,1.0,10.0,1.0587412587412588,0.0,1,0.2101243658763735,0.0135767392015007,0.8442764761416072,5.5,1.25,13.0,5.5,1.25,13.0,-0.6153168234872958,-0.4065185788913514,-0.2780167658969454,-0.5077741902595241,-0.2140836955041791,-0.5109341125459506,0.75,0.0505050505050503,3.0,5.376470588235295,1.244212715389186,12.588235294117649,0.9037123670177992,1,8,5,3,3,1,1,10,0.6,0.2,0.2,1,0,0,1.6,1.0,2,0,1.0,0.6,10,5,5,4,0,1,12,0.8,0.0,0.2,3,0,0,2.0,1.0,3,0,1.0,0.4,0.0,0.0,-1.0,6.0,-2,1.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0679775812194814,1.1065467691893436,-0.0,0.0,0.0,0.0,0.0,-0.32,0.3,0.0,0.21052631578947367,0.0,1.0,0.0,0.16,0.375
4,0.24,-2.0,0.0,0.0,81.0,0.1099999999999999,-4.0,0.0,6.0,-2.0,2.0,-2.0,0.0,1.0,-3.0,0.24,0.0,0.61,98.0,66.0,15.0,20.0,0.2299999999999999,3.0,-0.02,11.0,-2.0,0.0,0.0,0.06,4.0,2.0,-5.0,-1.0,7.0,4.0,0.12,3.0,0.1,1.0,-0.1,1.0,28.0,1.0874125874125873,0.0,1,0.3324989557210001,0.012108166210074,0.8975274678557507,5.2,1.2222222222222223,13.0,5.65,1.2307692307692308,14.75,0.6746787603080998,0.6193922236295188,0.6915550525214345,-0.886265498345999,0.6668196323561206,-0.7633769322235437,1.0,0.05,3.0,5.316666666666666,1.226443494776828,13.5,0.9254397556655968,1,10,5,5,3,1,1,10,0.6,0.2,0.2,3,0,0,2.0,1.0,1,0,1.0,0.8,3,5,-2,1,2,2,5,0.2,0.4,0.4,0,0,4,0.6,1.0,2,2,0.6,0.6,0.24,-0.12,-6.0,-1.0,5,2.0,0.6,-0.12,4.166666666666667,0.305,2.5416666666666665,-0.12,1.2421345897868248,1.080567366895512,2.0,0.0,0.008571428571428572,4.166666666666667,0.008571428571428572,4.4,0.0,-0.14285714285714285,-0.02040816326530612,0.0024489795918367346,0.6666666666666666,0.08,-0.13333333333333333,-0.0
5,-0.16,-4.0,0.0,0.0,100.0,0.0799999999999999,-7.0,3.0,-1.0,-3.0,1.0,-2.0,0.0,-4.0,0.0,0.01,-0.17,0.02,101.0,77.0,23.0,13.0,0.2299999999999999,-4.0,-0.57,-8.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,2.0,9.0,0.1999999999999999,-7.0,-0.4599999999999999,3.0,0.1099999999999999,0.0,22.0,1.0735930735930734,0.0,0,0.0533593686452737,0.0440958551844098,0.2088327347690277,2.1,2.2,7.0,2.1875,2.2,7.0,-0.2742563623409875,-0.2699746235780025,-0.4737687747285509,-0.2105889351576348,-0.6122448979592008,2.334131202077165,0.2000000000000001,0.1499999999999999,1.0,2.1250000000000004,2.183333333333333,6.983333333333333,0.7435208428776979,1,6,9,-3,1,2,2,5,0.2,0.4,0.4,1,0,0,1.2,1.8,1,0,1.0,0.8,1,12,-11,0,0,5,0,0.0,0.0,1.0,0,5,5,0.2,2.4,0,4,0.2,1.0,-0.16,0.04,-8.0,-3.0,5,0.6666666666666666,0.08333333333333333,0.04,-0.0,0.02,-0.125,-0.0025,0.30628795859871116,1.3449522089113652,7.0,-0.014166666666666668,-0.007272727272727273,-0.0,-0.007272727272727273,3.347826086956522,0.0,-0.3181818181818182,-0.039603960396039604,-0.0015841584158415843,-0.25,0.04,-0.17391304347826086,-0.0
6,-0.91,8.0,-1.0,0.0,15.0,0.0599999999999999,1.0,-1.0,5.0,4.0,2.0,2.0,1.0,6.0,2.0,-0.03,-0.07,-0.8,2.0,-17.0,32.0,6.0,0.1699999999999999,4.0,-0.07,-4.0,0.0,0.0,-9.0,-0.2,0.0,-2.0,-8.0,-3.0,-14.0,-12.0,-0.36,-2.0,-0.1999999999999999,-1.0,-0.27,-1.0,4.0,1.0636731689363268,-0.79,2,0.0701236681495194,0.1868229593998684,0.0202712352503968,3.25,4.75,1.8333333333333333,3.3014705882352944,4.8,1.8480769230769232,1.117882021039184,0.3599489284545903,-0.2457214699640273,-0.1754043055355341,-1.2087926545408012,-1.5771260686066866,0.1999999999999997,0.545454545454545,0.05,3.2606811145510832,4.68444976076555,1.8252361673414303,0.4449757828076296,0,8,6,2,1,3,1,6,0.2,0.6,0.2,0,0,3,1.6,1.2,1,2,0.6,0.8,12,5,7,3,2,0,11,0.6,0.4,0.0,3,0,0,2.4,1.0,2,0,1.0,0.6,-0.12,-0.015,1.0,-8.0,-5,1.3333333333333333,2.4,-0.015,8.333333333333334,-0.4,0.8791208791208791,-0.00375,0.2772178627997846,2.247313311502879,0.0,-0.006363636363636364,-0.03,1.0989010989010988,-0.03,-0.53125,-0.25,0.25,4.0,-0.06,0.5,-0.03,0.25,-0.125
7,0.54,2.0,1.0,0.0,-30.0,0.01,5.0,1.0,0.0,2.0,1.0,-1.0,2.0,2.0,0.0,0.15,0.39,0.8600000000000001,-38.0,-9.0,-21.0,6.0,0.23,1.0,0.1,-1.0,0.0,0.0,-3.0,-0.02,0.0,1.0,-1.0,1.0,-13.0,-13.0,-0.3799999999999999,0.0,0.0,-5.0,-0.69,3.0,-8.0,1.0478491781821844,0.0,1,3.0081371127142607,0.0050424327336792,11.345875413069232,19.0,1.025,51.0,21.0,1.0303030303030305,67.0,-0.4519938460426462,-0.703693165552782,0.3881193540936116,-0.3674227365186961,-0.4770937300454494,-1.1606311172352666,11.0,0.0151515151515151,35.0,18.466666666666665,1.024731934731935,54.266666666666666,1.0692026796925231,1,5,9,-4,1,2,2,5,0.2,0.4,0.4,0,0,4,1.0,1.8,1,2,0.6,0.8,6,13,-7,1,0,4,3,0.2,0.0,0.8,1,0,0,1.2,2.6,0,2,0.6,1.0,0.54,0.27,5.0,2.0,2,0.5555555555555556,0.46153846153846156,0.27,5.555555555555555,0.8600000000000001,1.5925925925925926,0.075,14.359054958517172,0.9352763690113233,0.0,0.065,-0.0675,5.555555555555555,-0.0675,0.42857142857142855,-0.125,-0.625,-0.05263157894736842,-0.014210526315789474,1.0,0.54,-0.09523809523809523,0.5
8,0.12,0.0,0.0,0.0,-109.0,-0.0699999999999999,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.13,0.02,-118.0,-41.0,-68.0,-9.0,-0.2199999999999999,-3.0,-0.1499999999999999,-6.0,1.0,0.0,1.0,0.03,-5.0,-1.0,11.0,0.0,0.0,-2.0,-0.08,2.0,0.1999999999999999,-1.0,-0.1699999999999999,0.0,-28.0,1.0767633993440446,0.0,2,0.0684732160401342,0.2890145528597235,0.0250031563017822,3.1,7.4,1.6153846153846154,3.2,7.5,1.6666666666666663,-0.3090762805150283,0.5116950772213926,0.7680931377637182,-0.5439400334962778,-0.4016068240428478,-1.179567513968078,0.25,1.0,0.0666666666666664,3.1323529411764706,7.3,1.628657616892911,0.7439284094978831,0,5,5,0,1,3,1,6,0.2,0.6,0.2,0,0,2,1.0,1.0,1,0,1.0,0.8,15,6,9,2,2,1,8,0.4,0.4,0.2,2,0,0,3.0,1.2,1,0,1.0,0.8,0.12,0.0,3.0,2.0,-2,1.0,2.5,0.0,0.0,0.0,0.16666666666666669,0.0,0.38249092520163985,1.3442153670068244,2.0,0.013000000000000001,-0.004285714285714286,0.0,-0.004285714285714286,0.6029411764705882,-0.0,-0.07142857142857142,-0.0,-0.001016949152542373,-0.0,-0.04,-0.0,0.0
9,0.1099999999999999,-1.0,0.0,0.0,-22.0,-0.0299999999999999,8.0,-2.0,3.0,-1.0,-1.0,1.0,0.0,2.0,-3.0,0.07,0.0399999999999999,-0.01,-21.0,-41.0,19.0,6.0,0.12,2.0,0.25,-6.0,1.0,0.0,4.0,0.0999999999999999,-1.0,-1.0,-4.0,1.0,-9.0,-3.0,-0.08,-6.0,-0.42,0.0,0.28,0.0,-4.0,1.0643587578572098,0.0,0,0.0398636772120509,0.0522472766189651,0.1843083904747565,2.04,2.75,4.75,2.05,2.75,4.923684210526316,0.2602159714329969,1.124248583052189,0.0201824283453768,-0.6140569092121466,2.2718069015236786,-1.3504647840032031,0.1476190476190477,0.2529411764705882,0.5,2.0308346954342382,2.7419504643962846,4.728808864265928,0.4418994317584689,0,10,8,2,2,2,1,8,0.4,0.4,0.2,1,0,0,2.0,1.6,2,1,0.8,0.6,5,7,-2,1,1,3,4,0.2,0.2,0.6,0,1,1,1.0,1.4,0,2,0.6,1.0,0.1099999999999999,-0.1099999999999999,9.0,4.0,4,1.25,0.7142857142857143,-0.1099999999999999,0.0,0.01,-0.090909090909091,-0.07,0.27641934430577253,2.262958329728233,8.0,0.004444444444444433,-0.027499999999999976,0.0,-0.027499999999999976,-2.1578947368421053,-0.0,-2.0,0.047619047619047616,-0.0052380952380952335,-0.5,0.05499999999999995,-0.05263157894736842,-0.0
